,Intro.1.player.prolific_id,Section_1.1.player.question1,Section_1.1.player.question2,Section_1.1.player.question3,Section_1.1.player.question4,Section_1.1.player.question5,Section_1.1.player.question6,Section_1.1.player.question7,Section_1.1.player.question8,Section_1.1.player.question9,Section_1.1.player.question10,Section_1.1.player.stem_quiz_1_answers,Section_1.1.player.stem_quiz_1_score,Section_1.1.player.num_tab_switches_in_section_1,Section_1.1.player.total_time_hidden_in_section_1,Section_2_3.1.player.track,Section_2_3.1.player.path,Section_2_3.1.player.info_structure,Section_2_3.1.player.performance,Section_2_3.1.player.ball_color,Section_2_3.1.player.overplacement,Section_2_3.1.player.overestimation,Section_2_3.1.player.passing_threshold,Section_2_3.1.player.ball_origin_estimation,Section_4_5.1.player.question1,Section_4_5.1.player.question2,Section_4_5.1.player.question3,Section_4_5.1.player.question4,Section_4_5.1.player.question5,Section_4_5.1.player.question6,Section_4_5.1.player.question7,Section_4_5.1.player.question8,Section_4_5.1.player.question9,Section_4_5.1.player.question10,Section_4_5.1.player.quiz_2_answers,Section_4_5.1.player.quiz_2_score,Section_4_5.1.player.preferred_second_survey,Section_4_5.1.player.num_tab_switches_in_section_5,Section_4_5.1.player.total_time_hidden_in_section_5,Section_6.1.player.question1,Section_6.1.player.question2,Section_6.1.player.question3,Section_6.1.player.question4,Section_6.1.player.question5,Section_6.1.player.question6,Section_6.1.player.question7,Section_6.1.player.question8,Section_6.1.player.question9,Section_6.1.player.question10,Section_6.1.player.question11,Section_6.1.player.risk_tolerance_answers,Section_7.1.player.schools_private_independent,Section_7.1.player.schools_private_religious,Section_7.1.player.schools_public_school,Section_7.1.player.schools_homeschool,Section_7.1.player.schools_online_school,Section_7.1.player.schools_charter_school,Section_7.1.player.schools_all_girls_school,Section_7.1.player.schools_all_boys_school,Section_7.1.player.schools_stem_oriented_school,Section_7.1.player.track_decision,Section_7.1.player.experience,Section_7.1.player.preferred_second_survey,Time taken,Total approvals,Ethnicity,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
48,65b523496184c72bb4450dd3,D,A,B,C,B,B,C,C,A,B,DABCBBCCAB,0.5,0.0,0.0,noisy,random,ground,Pass,red,2.0,2.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,"It has been a long time since I worked with equations, I am rusty. I felt more confident in non-stem questions.","I was stressed with the initial test, because of the time limit.",Non-STEM Track,1078.0,947,White,Doctorate degree (PhD/other),53,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
49,623537f22ffeb94d58da7a10,D,B,C,C,C,D,B,C,B,C,DBCCCDBCBC,0.2,0.0,0.0,noisy,random,negative,Fail,red,10.0,1.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I chose to because I feel that I am stronger in other areas.,Although I did not enjoy the math probelems I feel that the survey itself was well put together and easy to understand.,Non-STEM Track,737.0,5841,White,High school diploma/A-levels,53,Female,White,United States,United States,United States,English,No,Full-Time
51,67242ff1ff3ad3381947dae2,D,A,B,C,B,B,A,B,D,B,DABCBBABDB,0.4,0.0,0.0,noisy,random,positive,Fail,red,60.0,5.0,5.0,Fail Box,B,D,C,C,A,D,C,A,B,B,BDCCADCABB,0.7,STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I have an engineering degree,I wished I could see the timer at all times,STEM Track,1216.0,88,White,Undergraduate degree (BA/BSc/other),31,Male,White,United States,United States,United States,English,No,Full-Time
52,67392b7ab26d5900008e64b9,D,A,D,B,A,B,D,C,C,B,DADBABDCCB,0.7,0.0,0.0,noisy,random,positive,Fail,red,97.0,8.0,9.0,Not Sure,D,B,A,C,B,D,A,B,C,C,DBACBDABCC,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Because answering 9 questions correctly is hard.,"The first test being timed was stressful, the second test was not.",Non-STEM Track,903.0,456,East Asian,Graduate degree (MA/MSc/MPhil/other),39,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Unemployed (and job seeking)
53,5d40da980af3a7001a3ee980,B,C,C,C,A,B,D,B,C,B,BCCCABDBCB,0.5,0.0,0.0,noisy,random,ground,Pass,red,10.0,2.0,2.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I am definitely not an intelligent person so I know I would not fair well had I continued down the STEM track. I struggled with the first set of questions so I did not want to continue down that route of chance.,I enjoyed the layout of the study and the STEM questions were definitely changing. I would hope the set of non-STEM questions vary as I would be intrigued to do a study similar to this again.,Non-STEM Track,573.0,3760,East Asian,Undergraduate degree (BA/BSc/other),35,Male,Asian,United States,United States,United States,English,No,Full-Time
54,5ee6be54321536000905346a,B,D,A,B,B,C,C,C,B,A,BDABBCCCBA,0.3,0.0,0.0,noisy,random,positive,Fail,red,7.0,3.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,1,1,0,0,0,0,0,0,I knew I couldn't get 5 more questions correctly even if I guessed,,Non-STEM Track,589.0,2679,Mixed,Technical/community college,33,Female,Mixed,United States,United States,United States,English,No,Part-Time
56,66a0fd20a0cc806dd6cd8e82,B,C,B,A,D,A,B,B,C,B,BCBADABBCB,0.2,0.0,0.0,noisy,random,ground,Pass,red,42.0,1.0,1.0,Pass Box,C,B,A,B,A,D,C,C,A,C,CBABADCCAC,0.4,STEM Track,0.0,0.0,C,C,C,C,C,C,C,C,C,R,R,CCCCCCCCCRR,0,0,1,0,1,0,0,0,0,I have a college background in STEM subjects,Not very good,STEM Track,370.0,793,Black/African American,Undergraduate degree (BA/BSc/other),43,Male,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
57,6507910a65e6208a9bc07908,B,A,A,C,D,C,D,A,B,A,BAACDCDABA,0.2,0.0,0.0,noisy,random,negative,Fail,black,25.0,4.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Because it's easier,"The math was hard, but the non-stem questions were easy",Non-STEM Track,511.0,1814,White,High school diploma/A-levels,36,Female,White,United States,United States,United States,English,Yes,Full-Time
58,6700b339b53f86e4335c2d22,B,A,B,C,D,B,B,C,A,A,BABCDBBCAA,0.3,0.0,0.0,noisy,random,positive,Pass,red,25.0,1.0,2.0,Fail Box,D,D,A,C,B,D,A,B,C,D,DDACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,Yes,The process went smoothly,Non-STEM Track,1107.0,272,White,High school diploma/A-levels,40,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
59,5ef459442f85d701235bf29e,B,A,C,C,B,B,C,B,A,,BACCBBCBA_,0.4,0.0,0.0,noisy,random,ground,Pass,red,50.0,4.0,3.0,Fail Box,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,1,1,0,0,0,0,"I am not a STEM person, I like ELA and Music","I was stressed during the math section, but that's just because I haven't done math since high school",Non-STEM Track,775.0,1071,Latino/Hispanic,Technical/community college,23,Female,White,United States,United States,United States,English,Yes,Full-Time
60,6655f99ef74e844cb8404cfa,A,A,D,B,B,B,A,C,A,B,AADBBBACAB,0.7,0.0,0.0,noisy,random,positive,Pass,red,60.0,4.0,4.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,1,0,0,0,0,I really do not have any particular reason,quite an interesting one ,Non-STEM Track,997.0,532,African,Undergraduate degree (BA/BSc/other),22,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
61,66b52c90e6b2322165c75f2f,D,C,A,B,D,D,A,B,D,A,DCABDDABDA,0.1,0.0,0.0,noisy,random,negative,Fail,red,50.0,2.0,3.0,Pass Box,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,Math was never my strongsuit,"No feedback, reminds me how not so good at math I am",Non-STEM Track,488.0,575,South Asian,Undergraduate degree (BA/BSc/other),30,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
62,59d0acd619d3170001b1d654,B,B,C,B,A,C,C,A,C,A,BBCBACCACA,0.3,0.0,0.0,noisy,random,positive,Pass,black,25.0,1.0,1.0,Pass Box,A,C,C,B,C,B,C,C,B,C,ACCBCBCCBC,0.4,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,"I didn't know the answers in the first test, so I just thought I'd give it a shot!",The questions were all a crapshoot for me - I don't remember any of that math!,STEM Track,363.0,100,White,Undergraduate degree (BA/BSc/other),57,Female,White,United States,United States,United States,English,No,Full-Time
63,66904c8f84f641d0432137e2,A,C,C,B,C,B,D,B,,,ACCBCBDB__,0.5,0.0,0.0,noisy,random,negative,Pass,red,33.0,3.0,3.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,0,1,0,0,0,0,0,1,"I ran out of time on the first STEM test. I didn't allocate my time properly and had to rush at the end, possibly not even selecting an answer for all questions. I expected the non-STEM test to be easier, and it was simple. I breezed through it, and know with 100% certainty that I aced it, perfect score.","It was fine. I just ran out of time on Test 1. Otherwise, this was interesting and enjoyable.",Non-STEM Track,1480.0,721,White,Undergraduate degree (BA/BSc/other),52,Male,White,United States,United States,United States,English,No,Other
64,62865cb9d41a9e2aaf141c84,D,A,A,D,D,A,D,B,A,C,DAADDADBAC,0.2,0.0,0.0,noisy,random,negative,Fail,red,5.0,5.0,5.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,0,0,1,0,0,0,0,0,0,I wasn't very confident with the math questions.,I enjoyed the study and the variety.,Non-STEM Track,682.0,4065,White,Technical/community college,33,Male,White,United States,United States,United States,English,No,Full-Time
65,664c9f50386e6d97c7dd642f,C,D,B,D,D,,,,,,CDBDD_____,0.0,0.0,0.0,noisy,random,positive,Fail,red,66.0,3.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,A,DBACBDABCA,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,1,1,0,0,0,1,to see my options,you did good was a pleasant experience ,Non-STEM Track,1038.0,615,Latino/Hispanic,Technical/community college,21,Male,Other,United States,United States,Puerto Rico,Spanish,Yes,Part-Time
66,615f7e73c786c379ed1a06c7,B,C,A,B,B,D,C,B,B,B,BCABBDCBBB,0.3,0.0,0.0,noisy,random,negative,Pass,red,35.0,2.0,3.0,Pass Box,D,B,A,C,B,D,A,B,C,C,DBACBDABCC,0.9,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,More confident in the other subjects,"Good experience, enjoyed testing my skills.",Non-STEM Track,798.0,3617,White,High school diploma/A-levels,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67,670e94aed6adc76de581775a,A,C,C,D,B,D,A,B,C,D,ACCDBDABCD,0.4,0.0,0.0,noisy,random,ground,Fail,black,1.0,7.0,7.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,i am old school,i am terrible at math,Non-STEM Track,881.0,629,White,Technical/community college,56,Female,White,United States,United States,United States,English,No,Full-Time
68,6735456e8034ea7e61eac785,B,C,A,C,C,B,D,A,B,D,BCACCBDABD,0.2,0.0,0.0,noisy,random,ground,Fail,black,40.0,2.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,"I am very bad at mental math and equations, and was hoping the non-STEM was english based","Good, no feedback",Non-STEM Track,386.0,359,White,Graduate degree (MA/MSc/MPhil/other),27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
69,666d9f2a367d424d6de2c994,C,B,B,A,D,B,C,C,B,A,CBBADBCCBA,0.2,0.0,0.0,noisy,random,ground,Fail,black,10.0,1.0,10.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I'm not good at stem,It was fine but I felt stupid I didn't know any of the stem stuff,Non-STEM Track,799.0,187,White,High school diploma/A-levels,48,Female,White,United States,United States,United States,English,No,Other
70,603862f99e00971c55fe0874,D,A,B,,,,,,,,DAB_______,0.1,0.0,0.0,noisy,random,negative,Fail,black,80.0,9.0,8.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,I wanted to hedge my bets. I thought there was a good chance I'd get 10 and it wouldn't matter.,I liked this test quite a bit. I think that many people wil lbe confused by the first question on the first test.,Non-STEM Track,2126.0,4712,African,Secondary education (e.g. GED/GCSE),34,Male,Black,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
72,66541402baeab50a7ef62b24,B,A,B,B,C,D,A,B,B,A,BABBCDABBA,0.2,0.0,0.0,noisy,random,positive,Fail,red,5.0,1.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I have always been better at reading than math. I knew it would be much easier for me. Math makes my brain hurt.,"I did not enjoy the STEM part, especially with the time limit, there was so much pressure and super hard for me to do without using assistance, but I tried my best. It was interesting. I haven't seen or used many of those equations since highschool and I am 27 now! The non-stem task was a breeze for me.",Non-STEM Track,815.0,83,Black/African American,Undergraduate degree (BA/BSc/other),27,Female,Black,United States,United States,United States,English,No,Full-Time
73,65d8f6828f8bac48599ad880,B,B,D,C,D,A,B,A,B,A,BBDCDABABA,0.0,0.0,0.0,noisy,random,ground,Fail,black,10.0,0.0,1.0,Fail Box,A,A,B,D,A,D,C,C,D,A,AABDADCCDA,0.4,STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,Just guessing,I did not do very good at all. Makes me feel stupid and discouraged. ,STEM Track,892.0,905,White,Technical/community college,68,Female,White,United States,United States,United States,English,No,Part-Time
74,63fa78f21e485a372c6528fa,B,C,A,C,B,B,C,A,A,B,BCACBBCAAB,0.3,0.0,0.0,noisy,random,negative,Pass,red,22.0,4.0,3.0,Fail Box,C,A,B,A,A,D,C,C,B,C,CABAADCCBC,0.7,STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0," Misunderstood, expected questions besides math. Actually pretty bad at higher math. ",uncomfortable but attentive. ,STEM Track,1033.0,2551,White,High school diploma/A-levels,52,Male,White,United States,United States,United States,English,No,Part-Time
75,5be8d4af25507300010dd4e4,C,C,A,B,A,C,D,B,C,B,CCABACDBCB,0.4,0.0,0.0,noisy,random,negative,Pass,red,20.0,2.0,1.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,1,1,0,0,0,0,0,0,It is much easier for me.,It was challenging! Thanks,Non-STEM Track,643.0,8433,White,Undergraduate degree (BA/BSc/other),51,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
76,668ee52b567962714864dbf6,D,A,C,B,C,B,B,C,A,A,DACBCBBCAA,0.5,0.0,0.0,noisy,random,positive,Pass,black,20.0,5.0,5.0,Fail Box,D,A,A,C,B,D,A,B,C,D,DAACBDABCD,0.9,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,STEM in not my strength ,,Non-STEM Track,622.0,68,White,Undergraduate degree (BA/BSc/other),33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
77,660f099f1453895752656b26,B,B,B,C,B,C,A,B,C,B,BBBCBCABCB,0.3,0.0,0.0,noisy,random,positive,Pass,red,20.0,3.0,2.0,Fail Box,B,A,C,A,C,B,A,B,C,B,BACACBABCB,0.4,STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,0,0,1,0,0,0,0,0,0,because it is what made sense to me,it was very well wexplained,STEM Track,343.0,313,Mixed,Undergraduate degree (BA/BSc/other),24,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
78,66c094144b460dacc828e656,D,B,A,C,A,A,B,,,,DBACAAB___,0.0,0.0,0.0,noisy,random,ground,Fail,black,54.0,3.0,7.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,R,C,C,C,C,RRRRRRRCCCC,0,1,1,0,0,0,0,0,0,"It's been several years since I used math equations like that, it's not an everyday typical problem needing the solution. I would honestly have to say I finished with Non-STEM to have hopes of not failing all. ",It was definitely enjoyable! Having to attempt to put the brain on the spot in such manner inspires me to refresh my learning skills,Non-STEM Track,2087.0,13,White,Technical/community college,45,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
79,5adbc172e0feeb0001ca97ed,,,,,,,,,,,__________,0.0,0.0,0.0,noisy,random,positive,Fail,red,30.0,3.0,3.0,Fail Box,D,C,B,C,B,B,C,C,C,D,DCBCBBCCCD,0.1,STEM Track,0.0,0.0,R,R,R,C,C,C,C,C,C,C,C,RRRCCCCCCCC,0,0,1,0,0,0,0,0,0,It sounded good,I was struggling with the questions.,STEM Track,1022.0,920,Black/African American,Technical/community college,25,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
80,671865ac3a94e9d478286704,D,A,D,B,D,C,B,B,B,C,DADBDCBBBC,0.2,1.0,3.834,noisy,random,ground,Fail,black,5.0,4.0,3.0,Fail Box,B,C,C,B,D,A,C,D,B,C,BCCBDACDBC,0.5,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,1,0,0,0,0,1,0,0,I wanted to see if it would be science from STEM rather than math,"Frustrating, I hate math",STEM Track,600.0,260,White,Graduate degree (MA/MSc/MPhil/other),31,Female,White,United States,United States,United States,English,No,Full-Time
81,5f63a30a09bd340c84c6688d,A,C,A,D,D,,,,,,ACADD_____,0.1,0.0,0.0,noisy,random,ground,Fail,black,70.0,4.0,4.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,1,0,0,0,0,Because math is complicated in a timed test due to my dyscalculia,It was challenging but fun! Have a great day!   ,Non-STEM Track,825.0,2196,White,Secondary education (e.g. GED/GCSE),46,Female,White,United States,United States,United States,English,Yes,Other
82,63b724532ff8f6701c3fd84c,D,C,D,A,B,B,C,C,B,B,DCDABBCCBB,0.4,0.0,0.0,noisy,random,negative,Pass,red,0.0,2.0,3.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,The STEM questions were too hard,No feedback at this time,Non-STEM Track,796.0,1476,White,High school diploma/A-levels,23,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
83,6788402da6c55d9dd238844f,B,A,B,C,D,A,B,D,A,B,BABCDABDAB,0.2,0.0,0.0,noisy,random,ground,Fail,black,20.0,3.0,3.0,Pass Box,B,B,C,B,A,D,C,A,B,B,BBCBADCABB,0.7,STEM Track,0.0,0.0,R,R,C,C,C,C,C,C,C,C,C,RRCCCCCCCCC,0,0,1,1,1,1,0,0,0,Because i was good at my math :),"The time was short, haha  It was somewhat challenging to calculate the math in such as a limited period  of time, but i appreciate for the engagement of both the mind and physical.",STEM Track,1447.0,135,White,Graduate degree (MA/MSc/MPhil/other),31,Male,White,United States,United States,United States,English,No,Part-Time
84,6612fe43da966114e65215b6,D,A,B,B,B,B,C,C,B,B,DABBBBCCBB,0.6,0.0,0.0,noisy,random,ground,Pass,red,5.0,1.0,2.0,Pass Box,D,B,D,C,B,D,C,C,B,A,DBDCBDCCBA,0.3,STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I wanted a challenge and enjoyed it.,None. All good!,STEM Track,1093.0,255,White,High school diploma/A-levels,46,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
85,66316ac602a513e2e74d5bdc,A,A,A,B,B,B,D,C,C,B,AAABBBDCCB,0.9,0.0,0.0,noisy,random,negative,Pass,red,70.0,6.0,5.0,Pass Box,B,B,C,C,A,D,C,A,B,C,BBCCADCABC,0.8,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I thought it was going to be easier since the first round wasn't too difficult.,It was good. No,STEM Track,845.0,1482,East Asian,Graduate degree (MA/MSc/MPhil/other),30,Male,Asian,United States,United States,United States,English,No,Full-Time
86,6647e35a6fd9fa329d3dd13d,D,C,A,C,B,A,D,B,A,,DCACBADBA_,0.2,0.0,0.0,noisy,random,positive,Fail,red,35.0,3.0,3.0,Pass Box,A,B,A,B,B,A,A,B,C,A,ABABBAABCA,0.6,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,It was difficult for myself.,A bit tough but all was well!,Non-STEM Track,925.0,576,Latino/Hispanic,High school diploma/A-levels,29,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
87,65070a198512d5e5355f8281,C,B,B,B,A,B,C,B,B,B,CBBBABCBBB,0.3,0.0,0.0,noisy,random,positive,Fail,red,50.0,3.0,5.0,Fail Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,My math skills are lacking. I'm way out of practice.,Good experience. ,Non-STEM Track,824.0,767,Black/African American,Undergraduate degree (BA/BSc/other),55,Male,Black,United States,United States,United States,English,No,Full-Time
88,5904f5ca56cdc40001bc5629,D,A,C,B,D,B,D,B,C,B,DACBDBDBCB,0.7,0.0,0.0,noisy,random,ground,Pass,red,100.0,5.0,4.0,Pass Box,B,A,D,A,A,D,C,A,D,C,BADAADCADC,0.8,STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,1,1,0,0,0,I felt like based on how easy the questions on the first quiz were I could answer at least 4 right on the second quiz,no feedback,STEM Track,1393.0,4032,White,Undergraduate degree (BA/BSc/other),34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
89,663d1309389a0851c125d533,A,D,B,B,D,B,D,B,C,A,ADBBDBDBCA,0.5,0.0,0.0,noisy,random,positive,Pass,red,25.0,4.0,1.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,C,C,C,C,C,C,C,RRRRCCCCCCC,0,0,1,0,0,0,0,0,0,I have been out of any STEM industry for 30 years,Good. Wish I had more time on the STEM portion,Non-STEM Track,884.0,1398,White,Undergraduate degree (BA/BSc/other),52,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
90,5ee93810c5c13215484b8336,B,D,A,B,A,D,C,D,B,A,BDABADCDBA,0.1,0.0,0.0,noisy,random,negative,Fail,black,50.0,5.0,5.0,Pass Box,D,B,B,B,C,C,A,D,D,B,DBBBCCADDB,0.0,STEM Track,0.0,0.0,R,R,R,R,R,R,R,R,R,R,R,RRRRRRRRRRR,0,0,1,0,0,0,0,0,0,Math and Science are important,Excellent,STEM Track,596.0,1278,White,Graduate degree (MA/MSc/MPhil/other),65,Female,White,United States,United States,United States,Greek,DATA_EXPIRED,DATA_EXPIRED
92,647a83a04c8d2f49c0315d78,D,A,B,D,D,C,B,A,D,A,DABDDCBADA,0.1,0.0,0.0,noisy,random,positive,Pass,black,5.0,2.0,1.0,Pass Box,C,B,C,D,A,D,D,C,B,D,CBCDADDCBD,0.4,STEM Track,0.0,0.0,R,C,C,C,C,C,C,C,C,C,C,RCCCCCCCCCC,0,0,1,0,0,0,0,0,0,Haven't seen math like that in a long time. Looked interesting. I think I was able to use ancient skills from high school to answer a few. ,You had some typos in some of your questions but I was able to figure out what you meant. ,STEM Track,825.0,205,White,Undergraduate degree (BA/BSc/other),51,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
93,6785bda1adcf1ffc11118f8b,D,A,A,C,B,C,C,B,A,B,DAACBCCBAB,0.3,0.0,0.0,noisy,random,ground,Fail,black,50.0,6.0,5.0,Not Sure,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,R,C,C,C,C,C,RRRRRRCCCCC,0,0,1,0,0,0,0,0,0,I felt I could do better,Interesting.  I feel its been a while since I have used this type of thought process and its a reminder to go back to it.,Non-STEM Track,923.0,107,White,Graduate degree (MA/MSc/MPhil/other),53,Male,White,United States,United States,United States,English,No,Full-Time
94,568c67547374ad000cc7448c,B,D,B,C,A,D,D,B,C,A,BDBCADDBCA,0.2,0.0,0.0,noisy,random,negative,Pass,red,30.0,3.0,2.0,Pass Box,D,B,A,C,B,D,A,B,C,D,DBACBDABCD,1.0,Non-STEM Track,0.0,0.0,R,R,R,R,R,C,C,C,C,C,C,RRRRRCCCCCC,0,0,1,0,0,0,0,0,0,I know more about non-STEM subjects.,It was fine.,Non-STEM Track,515.0,5456,White,Undergraduate degree (BA/BSc/other),42,Male,White,United States,United States,United States,English,No,Full-Time
