prolific_id,time_taken,total_approvals,ethnicity,highest_education,age,sex,ethnicity_simplified,country_of_birth,country_of_residence,nationality,language,student_status,employment_status,stem_quiz_1_answers,stem_quiz_1_score,section_1_num_tab_switches,section_1_time_hidden,info_structure,player_performance,overplacement,overestimation,passing_threshold,ball_origin_estimation,preferred_second_survey,section_5_num_tab_switches,section_5_time_hidden,ball_color,schools_private_independent,schools_private_religious,schools_public_school,schools_homeschool,schools_online_school,schools_charter_school,schools_all_girls_school,schools_all_boys_school,schools_stem_oriented_school,track_decision,experience,preferred_second_survey_explanation,stem_quiz_1_1,quiz_2_1,stem_quiz_1_2,quiz_2_2,stem_quiz_1_3,quiz_2_3,stem_quiz_1_4,quiz_2_4,stem_quiz_1_5,quiz_2_5,stem_quiz_1_6,quiz_2_6,stem_quiz_1_7,quiz_2_7,stem_quiz_1_8,quiz_2_8,stem_quiz_1_9,quiz_2_9,stem_quiz_1_10,quiz_2_10,risk_tolerance_1,risk_tolerance_2,risk_tolerance_3,risk_tolerance_4,risk_tolerance_5,risk_tolerance_6,risk_tolerance_7,risk_tolerance_8,risk_tolerance_9,risk_tolerance_10,risk_tolerance_11,continue_or_quit
65be81e55f100cf3f591e989,429.0,411,Mixed,Technical/community college,32,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,ADBCDBACCC,0.4,0.0,0.0,ground,Fail,50.0,6.0,5.0,Fail Box,Non-STEM Track,0.0,0.0,black,1,1,1,1,0,0,0,0,0,Was not sure how well I would do on the other.,Good!,Non-STEM Track,A,A,D,B,B,A,C,C,D,B,B,D,A,A,C,D,C,C,C,A,R,R,R,R,R,C,C,C,C,C,C,0
66a845e15861e2e51f8cc0a9,776.0,35,Black/African American,Undergraduate degree (BA/BSc/other),46,Female,Black,United States,United States,United States,English,No,Full-Time,DCCAABBBBA,0.2,0.0,0.0,negative,Fail,0.0,0.0,3.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,"If it what was to come was anything like the previous, I didn't want to take any chances",Go easier on the participants next time.  The first round was hard. lol. ,Non-STEM Track,D,D,C,B,C,A,A,C,A,B,B,D,B,A,B,B,B,C,A,D,R,R,R,R,R,C,C,C,C,C,C,0
66db815e9a6cfec92c483ab4,817.0,14,White,Undergraduate degree (BA/BSc/other),34,Female,White,United States,United States,United States,English,No,Full-Time,DBBDBACACC,0.2,0.0,0.0,positive,Fail,40.0,4.0,6.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I wanted to take the chance to see if I could answer the questions.,,STEM Track,D,C,B,B,B,D,D,D,B,B,A,D,C,D,A,A,C,B,C,A,R,R,R,C,C,C,C,C,C,C,C,1
66d4c3c7a0c3bbfd9379c7cf,1418.0,53,White,Undergraduate degree (BA/BSc/other),59,Male,White,United States,United States,United States,English,No,Full-Time,BCBDDBBBCB,0.3,0.0,0.0,negative,Fail,70.0,6.0,4.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I like math and science.,Challenging. Without a timer i felt an internal pressure to finish fast since the instructions said it was timed.,STEM Track,B,B,C,D,B,C,D,A,D,A,B,D,B,C,B,C,C,B,B,C,R,R,R,C,C,C,C,C,C,C,C,1
66325a097b34af78bbc59edd,1720.0,319,East Asian,Undergraduate degree (BA/BSc/other),51,Female,Asian,United States,United States,United States,English,No,Full-Time,DAD_DBAC__,0.3,0.0,0.0,ground,Pass,65.0,6.0,1.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I like math,It's been a long time since I've had to do heavy math. I am still working on one of the questions.,STEM Track,D,B,A,,D,C,,,D,A,B,,A,C,C,A,,,,,R,R,R,R,R,R,R,R,C,C,C,1
63d520bc8833c489caf0023a,464.0,2896,Latino/Hispanic,Undergraduate degree (BA/BSc/other),35,Male,Other,United States,United States,Puerto Rico,English,No,Full-Time,DABCACBBCA,0.2,0.0,0.0,negative,Fail,45.0,3.0,4.0,Fail Box,STEM Track,0.0,0.0,black,0,1,0,0,0,0,0,0,0,I think STEM is important for those who take it seriously,Very well,STEM Track,D,B,A,C,B,A,C,D,A,C,C,B,B,A,B,C,C,D,A,B,R,R,R,R,R,C,C,C,C,C,C,1
5e6bdd2a3ea572199bb7f6b6,1216.0,4423,White,Undergraduate degree (BA/BSc/other),63,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,CDD___CCAA,0.1,0.0,0.0,positive,Fail,25.0,3.0,3.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Because I haven't taken an Algebra class for 45 years and I have forgotten what I did learn.  (Math was my least favorite subject.),It just reminded me how awful I have always been at math!! My brain does not work that way.,Non-STEM Track,C,D,D,B,D,A,,C,,B,,D,C,A,C,B,A,C,A,D,R,R,R,R,C,C,C,C,C,C,C,0
66f39d9f1c6985f1b5a11361,1704.0,13,East Asian,Undergraduate degree (BA/BSc/other),25,Female,Asian,China,United States,United States,English,No,Full-Time,DCCDCABB_C,0.1,1.0,1.449,ground,Fail,80.0,5.0,5.0,Fail Box,STEM Track,0.0,0.0,black,1,0,0,0,0,0,0,0,0,I wanted to try answering the question to see how well I would perform,It was quite challenging. I couldn't remember some formulas,STEM Track,D,C,C,C,C,B,D,C,C,B,A,D,B,D,B,C,,D,C,D,R,R,R,R,R,R,R,C,C,C,C,1
66ba46a40010ec60f6d992a2,1334.0,49,Black/African American,Technical/community college,41,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",DDCBCADCAA,0.4,0.0,0.0,negative,Fail,10.0,4.0,5.0,Fail Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,because i knew what to expect because of proir question,it was good no,STEM Track,D,B,D,B,C,D,B,C,C,D,A,D,D,,C,,A,,A,,R,R,R,R,R,C,C,C,C,C,C,1
559c1e28fdf99b2189ee807d,880.0,2521,White,Technical/community college,56,Female,White,United States,United States,United States,English,No,Full-Time,DDABDCCCBA,0.2,0.0,0.0,ground,Fail,5.0,1.0,4.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,I wasn't sure if I could answer 4 questions after the math park,If was good,Non-STEM Track,D,D,D,B,A,A,B,C,D,B,C,D,C,A,C,B,B,C,A,D,R,R,C,C,C,C,C,C,C,C,C,0
5f712c16875f0375275c57d5,1181.0,4167,White,Undergraduate degree (BA/BSc/other),30,Male,White,United States,United States,United States,English,No,Full-Time,DABBBBDBCB,0.7,0.0,0.0,ground,Pass,75.0,7.0,7.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,"I thought I did well on the first portion, so if the questions were similar I thought I could do similarly well.",It was very straight forward.,STEM Track,D,B,A,B,B,C,B,,B,A,B,D,D,C,B,C,C,C,B,C,R,R,R,R,R,C,C,C,C,C,C,1
669a67a9378a5b8bcb87071a,967.0,81,Black/African American,Undergraduate degree (BA/BSc/other),31,Female,Black,United States,United States,United States,English,Yes,Full-Time,DBBD__ACB_,0.1,0.0,0.0,positive,Pass,35.0,0.0,0.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I suck at basic math let alone anything else.,It was fine. Just felt dumb for a second.,Non-STEM Track,D,A,B,D,B,A,D,C,,B,,D,A,A,C,B,B,C,,D,R,R,C,C,C,C,C,C,C,C,C,0
66202163d9e5dba57c5e831d,468.0,733,White,High school diploma/A-levels,34,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),DDBCBDABBC,0.1,0.0,0.0,negative,Fail,25.0,2.0,5.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,1,0,0,0,0,felt it would be easier and have a better chance at getting some of a bonus ,it went good i think,Non-STEM Track,D,A,D,B,B,A,C,C,B,B,D,D,A,A,B,B,B,C,C,D,R,R,R,R,R,C,C,C,C,C,C,0
5ea9a252ef7ece0cd4993841,1305.0,4709,White,Graduate degree (MA/MSc/MPhil/other),36,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",BCAAB_____,0.1,0.0,0.0,negative,Fail,50.0,5.0,5.0,Fail Box,STEM Track,0.0,0.0,black,0,1,1,0,0,0,0,0,0,"I love science and math; I would have gone for the other track, but I wanted to try to get more with the reward. I've got a Masters of English, so I actually prefer that over STEM.",No,STEM Track,B,B,C,B,A,D,A,C,B,A,,D,,D,,A,,C,,C,R,R,C,C,C,C,C,C,C,C,C,1
6595867278f0d1e8b2378cc6,701.0,137,East Asian,Graduate degree (MA/MSc/MPhil/other),40,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,DADDBCDCBB,0.5,0.0,0.0,ground,Pass,70.0,5.0,5.0,Pass Box,Non-STEM Track,1.0,2.154,red,0,0,1,0,0,0,0,0,0,I thought it would be easier for me,No,Non-STEM Track,D,D,A,B,D,A,D,C,B,B,C,D,D,A,C,B,B,C,B,D,R,R,R,R,R,C,C,C,C,C,C,0
6109ab5dba8ad610b799450a,572.0,4870,White,Undergraduate degree (BA/BSc/other),68,Female,White,United States,United States,United States,English,No,Part-Time,BABCCBBBBD,0.2,0.0,0.0,positive,Pass,0.0,2.0,2.0,Pass Box,Non-STEM Track,0.0,0.0,black,0,1,1,0,0,0,0,0,0,I am not good at math.,It was fun but the math was very difficult.,Non-STEM Track,B,D,A,B,B,A,C,C,C,B,B,D,B,A,B,B,B,C,D,D,R,R,R,R,R,C,C,C,C,C,C,0
65c10cd68294498f2342fcd0,842.0,72,Black/African American,Technical/community college,39,Female,Black,United States,United States,United States,English,No,Full-Time,CACACCDBAB,0.4,0.0,0.0,ground,Pass,30.0,2.0,2.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,"Because I figured the other option would be literature related, which I'm better at.",No. I'm curious to know how many I got right!,Non-STEM Track,C,D,A,B,C,A,A,C,C,B,C,D,D,A,B,B,A,C,B,D,R,R,R,R,R,C,C,C,C,C,C,0
65fca331fa0a2eaf667d9318,1664.0,781,White,High school diploma/A-levels,32,Male,White,United States,United States,United States,English,No,Full-Time,CBACDBBCCA,0.3,0.0,0.0,positive,Fail,40.0,5.0,5.0,Fail Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,extra chances,it was good,STEM Track,C,C,B,A,A,B,C,D,D,B,B,C,B,A,C,D,C,C,A,A,R,C,C,C,C,C,C,C,C,C,C,1
6695c426cd9399b87624659b,613.0,73,Rather not say,Technical/community college,51,Female,Other,United States,United States,United States,English,No,Unemployed (and job seeking),DCBBACAADB,0.2,0.0,0.0,positive,Fail,50.0,0.0,5.0,Not Sure,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I do love math but very rusty as my current occupation does not require math,"A key would have been helpful. Every math problem has a formula that tells how to solve it. Just for sake of helping, a key would have been great!",STEM Track,D,B,C,A,B,C,B,B,A,B,C,C,A,C,A,D,D,A,B,C,R,C,C,C,C,C,C,C,C,C,C,1
5ee5b8930f2771312c3b822f,258.0,111,Latino/Hispanic,Undergraduate degree (BA/BSc/other),27,Male,Other,United States,United States,United States,English,No,Full-Time,CBADABACAC,0.2,0.0,0.0,negative,Fail,20.0,2.0,3.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,I am just not good at math.,No feedback. Solid survey.,Non-STEM Track,C,D,B,B,A,A,D,C,A,B,B,D,A,A,C,B,A,C,C,A,R,R,R,R,C,C,C,C,C,C,C,0
5e74ff093115e00576f0187c,714.0,2290,White,Undergraduate degree (BA/BSc/other),36,Male,White,United States,United States,United States,English,Yes,Full-Time,DABBCCACAC,0.3,0.0,0.0,ground,Pass,33.0,3.0,3.0,Pass Box,Non-STEM Track,0.0,0.0,red,1,0,0,0,0,0,0,0,0,I was a humanities major for a reason. ,I was not expecting the math quiz and do not expect I did well on it,Non-STEM Track,D,D,A,B,B,A,B,C,C,B,C,D,A,A,C,B,A,C,C,D,R,R,R,C,C,C,C,C,C,C,C,0
66561f43036fa71956d44743,933.0,220,White,High school diploma/A-levels,27,Male,White,United States,United States,United States,English,No,Other,DBBDACAACA,0.1,0.0,0.0,negative,Fail,55.0,3.0,2.0,Fail Box,STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,just to see if i could do it,it was way harder then i was thinking but i like a challenge. but i would like time to get familiar with before,STEM Track,D,D,B,B,B,A,D,C,A,B,C,C,A,D,A,B,C,A,A,A,R,R,R,C,C,C,C,C,C,C,C,1
610e063896c52970e2c24bb5,535.0,839,White,Undergraduate degree (BA/BSc/other),21,Female,White,United States,United States,United States,English,Yes,Part-Time,CBDCBCBCBC,0.2,0.0,0.0,negative,Fail,12.0,3.0,4.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,0,1,1,0,0,0,0,I felt my non-STEM skills would be better then my STEM skills,"Great, none!",Non-STEM Track,C,D,B,B,D,A,C,C,B,B,C,D,B,A,C,B,B,C,C,D,R,R,R,R,R,R,R,R,C,C,C,0
5f741b74992460061db87287,410.0,794,White,High school diploma/A-levels,34,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,CADCBCBADA,0.2,0.0,0.0,negative,Fail,20.0,2.0,8.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I don't do well with math.,"Fine, but very jarring.",Non-STEM Track,C,D,A,B,D,A,C,C,B,B,C,D,B,A,A,B,D,C,A,D,R,R,R,R,C,C,C,C,C,C,C,0
66d8a8a4486ac018f50f9091,1953.0,38,White,Undergraduate degree (BA/BSc/other),23,Female,White,United States,United States,United States,English,No,Part-Time,DAAAAAAAAA,0.1,0.0,0.0,negative,Pass,50.0,2.0,1.0,Pass Box,STEM Track,0.0,0.0,red,0,0,0,1,0,0,0,0,0,I thought you would ask science questions,"You would have to be paying me more to try and relearn math i forgot four years ago, i really just can't",STEM Track,D,A,A,A,A,A,A,A,A,A,A,C,A,C,A,A,A,A,A,A,R,R,R,R,R,C,C,C,C,C,C,1
657dae23f3bac23e1b62a01e,2491.0,281,Latino/Hispanic,Undergraduate degree (BA/BSc/other),24,Female,Other,United States,United States,United States,Spanish,Yes,Due to start a new job within the next month,DACBBBDCAD,0.7,0.0,0.0,negative,Pass,39.0,4.0,3.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,1,0,0,0,0,0,0,0,Stem just isn’t my strength,,Non-STEM Track,D,D,A,B,C,A,B,C,B,B,B,D,D,A,C,B,A,C,D,D,R,R,R,R,C,C,C,C,C,C,C,0
66e0811a4eaeb1b4168bffd5,908.0,17,White,Undergraduate degree (BA/BSc/other),23,Female,White,United States,United States,United States,English,No,Full-Time,BCABCBDABA,0.3,0.0,0.0,negative,Fail,50.0,3.0,4.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,Not familiar with STEM,My experience was surprised with my lack of knowledge on the questions ,Non-STEM Track,B,D,C,A,A,A,B,C,C,B,B,B,D,A,A,B,B,C,A,D,R,R,R,R,R,C,C,C,C,C,C,0
6648a72ac62125647c5b1ef1,1213.0,543,African,Undergraduate degree (BA/BSc/other),31,Female,Black,Nigeria,United States,United States,English,Yes,Full-Time,CAADDDDBAD,0.2,1.0,16.956,ground,Pass,1.0,1.0,1.0,Pass Box,Non-STEM Track,3.0,28.091,red,0,0,1,0,0,0,1,0,0,I perfer a guaranteed win or loss.,No,Non-STEM Track,C,D,A,B,A,A,D,C,D,B,D,D,D,A,B,B,A,C,D,D,R,R,C,C,C,C,C,C,C,C,C,0
62b755ac8d4ceeb1a463c05a,1313.0,2922,White,Technical/community college,60,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,BBBD______,0.0,0.0,0.0,ground,Fail,5.0,1.0,1.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,1,0,0,0,0,0,0,0,"Because I thought it would be more of the same, that kind of math I am not so good at. ","It was fun to see how much I knew, I had trouble with the math but I did better with the other part I believe. ",Non-STEM Track,B,D,B,B,B,A,D,C,,B,,D,,A,,B,,C,,C,R,R,R,R,R,R,C,C,C,C,C,0
566a17d07da0350012b3e876,1057.0,3095,White,High school diploma/A-levels,54,Male,White,United States,United States,United States,English,No,Full-Time,BCACCCDCBB,0.3,0.0,0.0,ground,Pass,80.0,2.0,2.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I thought I could get 2 right.,It was difficult. Thank You.,STEM Track,B,C,C,B,A,D,C,B,C,C,C,D,D,C,C,D,B,B,B,A,R,R,R,R,C,C,C,C,C,C,C,1
65e4b150feb15ebecb2fe5e8,1148.0,244,White,Technical/community college,43,Female,White,United States,United States,United States,English,Yes,Part-Time,ACA_DBABAA,0.2,0.0,0.0,negative,Fail,25.0,2.0,3.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,"I was in honors classes for English, and I have published several books. However, I was never good at match or sciences, with the exception of some of the biologies. I thought it would be to my advantage to avoid STEM questions.",I hate math so much that those questions were giving me flashbacks haha! Good job on making it brutal!,Non-STEM Track,A,D,C,B,A,A,,C,D,B,B,D,A,A,B,B,A,C,A,D,R,R,R,R,R,R,C,C,C,C,C,0
5bdcd88176d6d50001bc3849,1128.0,5856,White,Undergraduate degree (BA/BSc/other),59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",DABCCBDCBB,0.5,0.0,0.0,negative,Pass,50.0,3.0,4.0,Fail Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Pretty sure I could get four correct,"Good, have not done most of that math in decades",STEM Track,D,B,A,A,B,C,C,A,C,A,B,D,D,C,C,A,B,C,B,C,R,R,R,R,R,C,C,C,C,C,C,1
5e0cbb0be297d545c33e1739,718.0,421,White,High school diploma/A-levels,73,Female,White,United States,United States,Poland,English,No,Other,DCBCDAAABC,0.0,0.0,0.0,ground,Fail,50.0,1.0,3.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,1,1,0,0,0,0,0,0,Easier,Section 1 sucked,Non-STEM Track,D,D,C,B,B,A,C,C,D,B,A,D,A,A,A,B,B,C,C,D,R,R,C,C,C,C,C,C,C,C,C,0
66f31b6205f13a616bd3c9bc,910.0,5,White,High school diploma/A-levels,18,Male,White,United States,United States,United States,English,No,Part-Time,DAABACDBCB,0.5,0.0,0.0,negative,Pass,40.0,3.0,2.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,"I assumed it would be easier to complete, especially after witnessing the first questions that were given to me (which I found difficult).","I am indifferent to the process, everything went ok. I do not have feedback.",Non-STEM Track,D,D,A,B,A,A,B,C,A,B,C,D,D,A,B,B,C,C,B,D,R,R,R,R,C,C,C,C,C,C,C,0
66f2edccc82cfc39ba5d85c4,1217.0,12,Latino/Hispanic,Technical/community college,30,Female,Mixed,United States,United States,United States,Spanish,No,Full-Time,DADCBBACBB,0.5,0.0,0.0,ground,Pass,50.0,5.0,3.0,Pass Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,It is challenging as I have not practiced STEM related problems in years,,STEM Track,D,B,A,B,D,C,C,A,B,B,B,D,A,C,C,C,B,D,B,D,R,R,R,R,R,R,R,C,C,C,C,1
5b0b8252e9270900013ba88f,1000.0,2185,Latino/Hispanic,Undergraduate degree (BA/BSc/other),54,Female,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,DADBBDDBCB,0.6,0.0,0.0,ground,Pass,70.0,6.0,5.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,1,I had trouble recalling some math methods and decided to play it safe.,The instructions were clear and the process flowed smoothly.,Non-STEM Track,D,D,A,B,D,A,B,C,B,B,D,D,D,A,B,B,C,C,B,D,R,R,R,R,R,C,C,C,C,C,C,0
66818dfd69bdb3f339514a29,735.0,186,Latino/Hispanic,Technical/community college,25,Female,Other,United States,United States,United States,English,No,Full-Time,CBBBAABBDB,0.2,0.0,0.0,positive,Pass,50.0,2.0,2.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,0,0,0,1,0,0,0,I chose the Non-Stem Track since math is not my strongest subject.,It was a little stressful with the math section of this survey but after completing the first section it was a breeze.,Non-STEM Track,C,D,B,A,B,A,B,C,A,B,A,D,B,A,B,B,D,C,B,D,R,R,R,R,R,R,R,R,R,R,C,0
665377aea47ffa34fb49bd71,950.0,405,Mixed,Technical/community college,32,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),DBACBBBC__,0.3,0.0,0.0,positive,Fail,80.0,4.0,5.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,I was not confident in answering questions I already struggled with.,"I was not expecting difficult math I have not done in years without any refreshers. It was difficult, but interesting.",Non-STEM Track,D,D,B,B,A,A,C,C,B,B,B,D,B,A,C,B,,C,,D,R,R,R,R,R,C,C,C,C,C,C,0
6651118444f987017d94bd63,631.0,733,Caribbean,Undergraduate degree (BA/BSc/other),34,Male,Asian,United States,United States,United States,English,Yes,Full-Time,CBCDCBCCCC,0.4,0.0,0.0,negative,Fail,50.0,5.0,5.0,Not Sure,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Easier,Tough.,Non-STEM Track,C,D,B,B,C,A,D,C,C,B,B,D,C,A,C,B,C,C,C,D,R,C,C,C,C,C,C,C,C,C,C,0
66d8ec93a0cbaf5384fe2148,773.0,65,White,High school diploma/A-levels,43,Female,White,United States,United States,United States,English,No,Full-Time,ACCBCDACCB,0.6,0.0,0.0,positive,Fail,1.0,3.0,7.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Not strong at stem subjects,intrigued,Non-STEM Track,A,D,C,B,C,A,B,C,C,B,D,D,A,A,C,B,C,C,B,D,R,R,R,R,C,C,C,C,C,C,C,0
614e7196ef4fbb72f9a5223c,948.0,4307,White,Undergraduate degree (BA/BSc/other),76,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",DA__BB_C__,0.4,0.0,0.0,negative,Fail,70.0,4.0,5.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Forgot too much math since school,Made it humble,Non-STEM Track,D,D,A,B,,A,,C,B,B,B,D,,A,C,B,,C,,D,R,R,R,R,R,R,C,C,C,C,C,0
65216075939674db7a47e7d0,693.0,793,White,Graduate degree (MA/MSc/MPhil/other),26,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,DCBDABCBCA,0.2,0.0,0.0,ground,Pass,10.0,1.0,2.0,Fail Box,STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,"I thought it would have been something else in the STEM realm, like science.","It was just very hard, as it was a lot of math I have not had to do since Sophomore year of high school.",STEM Track,D,B,C,B,B,C,D,C,A,B,B,D,C,C,B,C,C,A,A,B,R,R,C,C,C,C,C,C,C,C,C,1
65a6b6153abd42a5a5d2ac10,997.0,368,Mixed,Technical/community college,34,Female,Mixed,United States,United States,United States,English,No,Full-Time,BABCDABC__,0.2,0.0,0.0,positive,Fail,50.0,3.0,5.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,1,0,0,0,0,0,I haven't done math like that since I was in high school and was not confident in my ability to answer the questions correctly. ,The math section was stressful because I like to get things right. But overall the study was straightforward and I didn't have any issues with the instructions. ,Non-STEM Track,B,D,A,B,B,A,C,C,D,B,A,D,B,A,C,B,,C,,D,R,R,R,R,R,R,C,C,C,C,C,0
637e447c16e05f6828930612,672.0,3493,White,Doctorate degree (PhD/other),69,Male,White,United States,United States,United States,English,No,Full-Time,DABCDCBBBC,0.1,0.0,0.0,negative,Fail,20.0,2.0,4.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,0,0,0,0,0,"I am much better with language arts than with the sciences, plus the questions in the first round were almost impossible",I was frustrated with the first set of questions and I enjoyed answerering the second set.,Non-STEM Track,D,D,A,B,B,A,C,C,D,B,C,D,B,A,B,B,B,C,C,D,R,R,R,C,C,C,C,C,C,C,C,0
63eab089ff73041bdea22229,408.0,494,White,High school diploma/A-levels,35,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,DACCCBDACA,0.5,2.0,13.191,positive,Fail,60.0,4.0,6.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Not so good at STEM personally.,It was fun and interesting!!,Non-STEM Track,D,D,A,B,C,A,C,C,C,B,B,D,D,A,A,B,C,C,A,D,R,R,R,R,R,C,C,C,C,C,C,0
66e784bf7e22eae95ee3b5c7,1211.0,29,South Asian,High school diploma/A-levels,21,Male,Asian,United States,United States,United States,English,Yes,Unemployed (and job seeking),DABADBDCBB,0.5,1.0,5.094,ground,Fail,80.0,9.0,8.0,Pass Box,STEM Track,0.0,0.0,black,0,1,0,0,0,0,0,0,0,I thought my odds would be better.,"I clicked off the tab a few times during the first timed section to adjust my music. I didn't know that clicking off wasn't aloud but I read it before I submitted my first section. I completed the rest of the study without clicking off. If that is a problem, please give me partial payment for my time.",STEM Track,D,B,A,A,B,C,A,A,D,A,B,D,D,C,C,A,B,B,B,C,R,R,R,R,C,C,C,C,C,C,C,1
64ec1d84372b0dbb94589054,601.0,433,White,Undergraduate degree (BA/BSc/other),26,Female,White,United States,United States,United States,English,Yes,Other,DBABBBDACB,0.6,0.0,0.0,positive,Pass,20.0,2.0,3.0,Pass Box,Non-STEM Track,1.0,0.704,black,0,0,1,0,0,0,0,0,0,I was not confident in my abilities to answer more STEM questions given my performance on the first part.,No feedback :),Non-STEM Track,D,D,B,B,A,A,B,C,B,B,B,D,D,A,A,B,C,C,B,D,R,R,R,R,R,C,C,C,C,C,C,0
608e2cb9067eb028500433d5,1000.0,4119,White,Undergraduate degree (BA/BSc/other),69,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",DAACDBAACA,0.3,0.0,0.0,positive,Pass,50.0,2.0,3.0,Fail Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Because the math questions were very hard for me.,This was challenging for me.,Non-STEM Track,D,D,A,B,A,A,C,C,D,B,B,D,A,A,A,B,C,C,A,D,R,R,C,C,C,C,C,C,C,C,C,0
66b629016f7dd536321ee5f8,644.0,168,White,High school diploma/A-levels,56,Female,White,United States,United States,United States,English,No,Part-Time,DBCCBDBCBC,0.3,0.0,0.0,negative,Pass,0.0,0.0,1.0,Pass Box,Non-STEM Track,0.0,0.0,red,0,0,1,0,0,0,0,0,0,Because I cant do stem,"I hated the first set of questions, and felt stupid because I haven't had this type of math in 50 years",Non-STEM Track,D,D,B,B,C,A,C,C,B,B,D,D,B,A,C,B,B,C,C,D,R,R,R,R,R,C,C,C,C,C,C,0
6637f62f0645db241bee0959,1203.0,393,White,High school diploma/A-levels,32,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",DDABCACCAC,0.2,0.0,0.0,negative,Fail,50.0,2.0,5.0,Fail Box,Non-STEM Track,0.0,0.0,black,0,0,1,0,1,0,0,0,0,It seemed easier ,The first set of questions were difficult ,Non-STEM Track,D,D,D,B,A,A,B,C,C,B,A,D,C,A,C,B,A,C,C,D,R,R,R,C,C,C,C,C,C,C,C,0
